Dealer Code,Dealer Name,Dealer State,Region,Status,Status Reson,Chassis no,TMInvoiceno,TM Invoice Date,Retail invoice no,Retail invoice Date,Claim ID,G_Claim ID,Scheme ID,Amount,SAP Doc no.,SAP Doc Date,Scheme Type,Scheme Type-Name,Scheme Type Category,LOB
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT556012RVA03678,728103583,27-02-2024,IAUTGH2324002074,20-03-2024, CVD241041257 ,0,SCHM03-18341,10000,Flat,27-02-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT556014RVB09064,728114952,29-02-2024,IAUTGH2324002078,20-03-2024, CVD241041271 ,0,SCHM03-18352,10000,Flat,29-02-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT556012RVA05382,728111846,29-02-2024,IAUTGH2324002183,29-03-2024, CVD241041986 ,0,SCHM03-18341,10000,Flat,29-02-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT556013PVP68830,728084869,17-02-2024,IAUTGH2324002054,18-03-2024, CVD241043247 ,0,SCHM03-18341,10000,Flat,17-02-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT556013PVP68840,728059226,31-01-2024,IAUTGH2324002291,31-03-2024, CVD241043270 ,0,SCHM03-18341,10000,Flat,31-01-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT556014RVC12016,728126118,15-03-2024,IAAUAR2324003974,30-03-2024,CVD241043361,0,SCHM03-18352,10000,Flat,15-03-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT556018RVB06280,728106626,28-02-2024,IAUTGH2324002084,21-03-2024, CVD241043448 ,0,SCHM03-18341,10000,Flat,28-02-2024,Exchange,Exchange Discount,Consumer,SCV Cargo
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT558005RVA02371,728105767,27-02-2024,IAUTGH2324002097,26-03-2024,CVD241043967,0,SCHM03-18397,10000,728322674,04-06-2024,Exchange,Exchange Discount,Consumer,SCVPass
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT843207P7K21065,728527408,17-10-2023,IAAUAR2324002335,02-11-2023,CVE241086309,0,SCHM04-19266,200,4400032896,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT837003P1K30998,907418069,31-10-2023,IAUTGH2324001234,11-11-2023,CVE241086643,0,SCHM04-19266,200,4400036466,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT566024P1K31616,907417785,31-10-2023,IAAUAR2324002497,22-11-2023,CVE241086811,0,SCHM04-19266,200,4400032895,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT828045P2F15944,907391643,22-06-2023,IAUTGH2324001128,31-10-2023,CVE241086845,0,SCHM04-19266,200,4400036421,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,MCV Trucks
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT566022P1J25864,907408638,22-09-2023,IAAUAR2324002486,21-11-2023,CVE241086929,0,SCHM04-19266,200,4400032894,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT566011P1K29294,907413964,14-10-2023,IAAUAR2324002344,04-11-2023,CVE241086963,0,SCHM04-19266,200,4400032893,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT828048PAN15162,725546836,29-12-2023,IAAUAR2324002945,31-12-2023,CVE241087331,0,SCHM04-19305,200,4400029846,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,MCV Trucks
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT567008P2K27426,924369168,26-10-2023,IAAUAR2324002808,28-12-2023,CVE241087368,0,SCHM04-19305,200,4400029845,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT567008P2P32169,768810375,22-12-2023,IAAUAR2324002809,28-12-2023,CVE241087369,0,SCHM04-19305,200,4400029844,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT828053PAN15780,725546818,29-12-2023,IAAUAR2324002943,31-12-2023,CVE241087410,0,SCHM04-19305,200,4400029843,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT555024P8N19759,728710416,12-12-2023,IAUTGH2324001370,15-12-2023,CVE241087417,0,SCHM04-19296,200,4400029660,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT555013P8K18162,728559245,27-10-2023,IAAUAR2324002445,11-11-2023,CVE241087452,0,SCHM04-19296,200,4400032923,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,LCV
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT793016P1K30362,907421346,29-11-2023,IAAUAR2324002986,31-12-2023,CVE241087532,0,SCHM04-19305,200,4400029893,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,MCV Trucks
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT828053PAN15396,725533985,25-11-2023,IAAUAR2324002998,31-12-2023,CVE241087837,0,SCHM04-19305,200,4400029892,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT558005PVJ49839,723273754,27-09-2023,IAAUAR2324002612,30-11-2023,CVE241087981,0,SCHM04-19296,200,4400032922,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,LCV
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT555013P8K17921,728580746,31-10-2023,IAAUAR2324002379,09-11-2023,CVE241088372,0,SCHM04-19276,200,4400032921,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,LCV
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT555013P8F09150,722621666,29-06-2023,IAAUAR2324002433,10-11-2023,CVE241088433,0,SCHM04-19276,200,4400032920,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,LCV
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT810019P8H12297,722965710,30-09-2023,IAUTGH2324001113,31-10-2023,CVE241088461,0,SCHM04-19276,200,4400036420,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,MCV Trucks
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT843207P7K21094,728527417,17-10-2023,IAAUAR2324002901,31-12-2023,CVE241088521,0,SCHM04-19305,200,4400029891,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT810019P8H12317,722965712,30-09-2023,IAUTGH2324001120,31-10-2023,CVE241088665,0,SCHM04-19276,200,4400036419,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,MCV Trucks
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT843204P7N24547,728653370,25-11-2023,IAAUAR2324002803,28-12-2023,CVE241088739,0,SCHM04-19305,200,4400029890,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,LCV
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT843207P7K21900,728544714,21-10-2023,IAUTGH2324001518,31-12-2023,CVE241088749,0,SCHM04-19305,200,4400029659,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT810024P8K17791,728531116,18-10-2023,IAUTGH2324001098,31-10-2023,CVE241088751,0,SCHM04-19276,200,4400036418,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,MCV Trucks
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT558005PVK60247,723370261,31-10-2023,IAAUAR2324002416,10-11-2023,CVE241088929,0,SCHM04-19276,200,4400032919,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,LCV
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT828053PAN15395,725533986,25-11-2023,IAAUAR2324002787,27-12-2023,CVE241088985,0,SCHM04-19305,200,4400029889,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,SCVPass
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT558005PVG38150,759029212,30-09-2023,IAAUAR2324002413,10-11-2023,CVE241089097,0,SCHM04-19276,200,4400032918,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,LCV
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT828053PAP16465,725547965,30-12-2023,IAAUAR2324002970,31-12-2023,CVE241089216,0,SCHM04-19305,200,4400029888,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,SCVPass
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT810018P8J16210,722970693,30-09-2023,IAUTGH2324001137,31-10-2023,CVE241089225,0,SCHM04-19279,600,4400036417,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT828053PAP16467,725547964,30-12-2023,IAAUAR2324002972,31-12-2023,CVE241089226,0,SCHM04-19305,200,4400029887,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,LCV
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT847004P2N29990,907420769,27-11-2023,IAUTGH2324001310,30-11-2023,CVE241089381,0,SCHM04-19286,200,4400036465,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT790222N7N27142,767734942,29-01-2023,IAUTGH2324001437,28-12-2023,CVE241089390,0,SCHM04-19286,200,4400029658,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT843207P7N24306,728640815,22-11-2023,IAAUAR2324002547,29-11-2023,CVE241089397,0,SCHM04-19286,200,4400032917,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,LCV
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT847004P2N29991,907421328,29-11-2023,IAUTGH2324001311,30-11-2023,CVE241089406,0,SCHM04-19286,200,4400036464,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT843207P7K21181,728527418,17-10-2023,IAAUAR2324002522,25-11-2023,CVE241089503,0,SCHM04-19286,200,4400032916,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT847004P2N29989,907420768,27-11-2023,IAUTGH2324001309,30-11-2023,CVE241089509,0,SCHM04-19286,200,4400036463,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT843207P7H17537,722842436,29-08-2023,IAAUAR2324002446,11-11-2023,CVE241089825,0,SCHM04-19286,200,4400032915,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT847004P2N29979,907420767,27-11-2023,IAUTGH2324001307,30-11-2023,CVE241089940,0,SCHM04-19286,200,4400036462,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT777306P1K31312,907422776,11-12-2023,IAUTGH2324001375,15-12-2023,CVE241090063,0,SCHM04-19286,200,4400029657,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT797083PAG09061,725500516,30-08-2023,IAUTGH2324001414,23-12-2023,CVE241090100,0,SCHM04-19286,200,4400029656,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Const
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT566013P1N33511,907422968,14-12-2023,IAUTGH2324001404,20-12-2023,CVE241090194,0,SCHM04-19286,200,4400029655,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT566011P1N33891,907421348,29-11-2023,IAAUAR2324002875,30-12-2023,CVE241090249,0,SCHM04-19305,200,4400029886,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,LCV
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT828048PAP16339,725547684,30-12-2023,IAAUAR2324002992,31-12-2023,CVE241090439,0,SCHM04-19305,200,4400029885,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,LCV
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT566011P1N33734,907420431,25-11-2023,IAAUAR2324002877,30-12-2023,CVE241090453,0,SCHM04-19305,200,4400029884,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ScPass
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT566013P1E15872,907389356,31-05-2023,IAAUAR2324001757,25-09-2023,CVE241090473,0,SCHM04-19305,200,4400032804,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT835203P1K32103,907421155,29-11-2023,IAUTGH2324001322,30-11-2023,CVE241090488,0,SCHM04-19302,600,4400036461,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT793012P5F06606,764191779,28-07-2023,IAAUAR2324002726,21-12-2023,CVE241090489,0,SCHM04-19305,200,4400029883,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,SCVPass
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT843207P7N24239,728640813,22-11-2023,IAAUAR2324002795,27-12-2023,CVE241090493,0,SCHM04-19305,200,4400029882,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,SCVPass
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT843207P7N23693,739869329,27-11-2023,IAAUAR2324002806,28-12-2023,CVE241090510,0,SCHM04-19305,200,4400029881,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,SCVPass
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT569002P3H25053,924365490,31-08-2023,IAUTGH2324001484,31-12-2023,CVE241090515,0,SCHM04-19305,200,4400029654,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT837003P1P35587,907423630,21-12-2023,IAAUAR2324002822,29-12-2023,CVE241090528,0,SCHM04-19305,200,4400029880,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT837003P1P35529,907423629,21-12-2023,IAAUAR2324002821,29-12-2023,CVE241090547,0,SCHM04-19305,200,4400029879,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,MCV Trucks
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT835203P1K32105,907421154,29-11-2023,IAUTGH2324001378,15-12-2023,CVE241090555,0,SCHM04-19302,600,4400029653,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT835203P1K32123,907421153,29-11-2023,IAUTGH2324001379,15-12-2023,CVE241090566,0,SCHM04-19302,600,4400029652,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT566011P1K30400,907415814,27-10-2023,IAAUAR2324002578,30-11-2023,CVE241090568,0,SCHM04-19305,200,4400032914,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT797083P1F17004,907391681,22-06-2023,IAAUAR2324003132,23-01-2024,CVE241090572,0,SCHM04-19305,200,4400029924,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,MCV Trucks
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT837003P1P35690,907423632,21-12-2023,IAAUAR2324002824,29-12-2023,CVE241090579,0,SCHM04-19305,200,4400029878,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT828045P2H21920,907403950,30-08-2023,IAUTGH2324001446,30-12-2023,CVE241090590,0,SCHM04-19305,200,4400029651,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT828048PAP16338,725547686,30-12-2023,IAAUAR2324002991,31-12-2023,CVE241090600,0,SCHM04-19305,200,4400029877,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Const
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT837003P1P35588,907423631,21-12-2023,IAAUAR2324002823,29-12-2023,CVE241090620,0,SCHM04-19305,200,4400029876,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT835203P1K31976,907421156,29-11-2023,IAUTGH2324001320,30-11-2023,CVE241090632,0,SCHM04-19302,600,4400036460,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT835203P1K31950,907421158,29-11-2023,IAUTGH2324001319,30-11-2023,CVE241090633,0,SCHM04-19302,600,4400036449,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT835203P1K32143,907421150,29-11-2023,IAUTGH2324001381,15-12-2023,CVE241090635,0,SCHM04-19302,600,4400029650,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,ICV Trucks
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT810018P8J15858,722965716,30-09-2023,IAUTGH2324001374,15-12-2023,CVE241090731,0,SCHM04-19296,200,4400029644,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,LCV
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT555020P8P20878,728716100,14-12-2023,IAUTGH2324001371,15-12-2023,CVE241090772,0,SCHM04-19296,200,4400029629,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT555013P8K18040,728559246,27-10-2023,IAAUAR2324002651,06-12-2023,CVE241090848,0,SCHM04-19296,200,4400029875,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,LCV
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT804021P8N20217,728659439,27-11-2023,IAUTGH2324001363,14-12-2023,CVE241090882,0,SCHM04-19296,200,4400029628,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,LCV
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT555022P8K18537,728626196,17-11-2023,IAAUAR2324002701,16-12-2023,CVE241090895,0,SCHM04-19296,200,4400029874,10-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT555020P8K16670,728550060,25-10-2023,IAUTGH2324001077,30-10-2023,CVE241090924,0,SCHM04-19296,200,4400036416,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT804729P8F09012,722619324,29-06-2023,IAUTGH2324001166,03-11-2023,CVE241090947,0,SCHM04-19296,200,4400036456,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Cargo
1009100,ASHOK AUTO SALES LTD.,Uttar Pradesh,North,Settled,On-Line,MAT555020P8G10599,722750069,31-07-2023,IAAUAR2324002503,23-11-2023,CVE241090973,0,SCHM04-19296,200,4400032913,12-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,MCV Trucks
1007360,ASHOK AUTO VENTURES LLP-1007360,Uttar Pradesh,North,Settled,On-Line,MAT804729P8J14282,728579695,31-10-2023,IAUTGH2324001169,06-11-2023,CVE241091007,0,SCHM04-19296,200,4400036455,18-06-2024,Dealer Subscription Sales Incentive,Dealer Commission,Reimbursement,HCV Const
